"","Feature.ID","P1706_T1_01_100_6_A","P1706_T1_01_050_5_A","P1706_T1_01_030_4_A","P1706_T1_01_020_3_A","P1706_T1_01_010_2_A","P1706_T1_01_000_1_A","P1706_T1_03_100_6_B","P1706_T1_03_050_5_B","P1706_T1_03_030_4_B","P1706_T1_03_020_3_B","P1706_T1_03_010_2_B","P1706_T1_03_000_1_B","P1706_T1_05_100_6_C","P1706_T1_05_060_5_C","P1706_T1_05_030_4_C","P1706_T1_05_020_3_C","P1706_T1_05_010_2_C","P1706_T1_05_000_1_C","P1706_T1_07_100_6_D","P1706_T1_07_045_5_D","P1706_T1_07_025_4_D","P1706_T1_07_016_3_D","P1706_T1_07_008_2_D","P1706_T1_07_000_1_D","P1706_T1_09_100_6_E","P1706_T1_09_045_5_E","P1706_T1_09_025_4_E","P1706_T1_09_016_3_E","P1706_T1_09_008_2_E","P1706_T1_09_000_1_E","P1706_C1_1_100_6_C","P1706_C1_1_075_5_C","P1706_C1_1_050_4_C","P1706_C1_1_030_3_C","P1706_C1_1_008_2_C","P1706_C1_1_000_1_C","P1706_C1_2_100_6_C","P1706_C1_2_070_5_C","P1706_C1_2_045_4_C","P1706_C1_2_025_3_C","P1706_C1_2_010_2_C","P1706_C1_2_000_1_C","P1706_C1_3_100_6_C","P1706_C1_3_070_5_C","P1706_C1_3_040_4_C","P1706_C1_3_020_3_C","P1706_C1_3_010_2_C","P1706_C1_3_000_1_C","P1706_C2_1_100_6_C","P1706_C2_1_070_5_C","P1706_C2_1_038_4_C","P1706_C2_1_018_3_C","P1706_C2_1_012_2_C","P1706_C2_1_000_1_C","P1706_C2_2_100_6_C","P1706_C2_2_070_5_C","P1706_C2_2_038_4_C","P1706_C2_2_020_3_C","P1706_C2_2_012_2_C","P1706_C2_2_001_1_C","P1706_C2_3_100_6_C","P1706_C2_3_070_5_C","P1706_C2_3_038_4_C","P1706_C2_3_024_3_C","P1706_C2_3_015_2_C","P1706_C2_3_000_1_C","P1706_C2_4_100_6_C","P1706_C2_4_070_5_C","P1706_C2_4_047_4_C","P1706_C2_4_022_3_C","P1706_C2_4_015_2_C","P1706_C2_4_003_1_C","P1706_SBB__00_1_C","P1706_SBB__00_2_C","P1706_T2_01_100_6_A","P1706_T2_01_075_5_A","P1706_T2_01_030_4_A","P1706_T2_01_020_3_A","P1706_T2_01_010_2_A","P1706_T2_01_001_1_A","P1706_T2_03_100_6_B","P1706_T2_03_075_5_B","P1706_T2_03_030_4_B","P1706_T2_03_020_3_B","P1706_T2_03_010_2_B","P1706_T2_03_000_1_B","P1706_T2_07_080_6_C","P1706_T2_07_060_5_C","P1706_T2_07_024_4_C","P1706_T2_07_016_3_C","P1706_T2_07_008_2_C","P1706_T2_07_000_1_C","P1706_T2_09_100_6_D","P1706_T2_09_075_5_D","P1706_T2_09_030_4_D","P1706_T2_09_020_3_D","P1706_T2_09_010_2_D","P1706_T2_09_000_1_D","P1706_T2_11_100_6_E","P1706_T2_11_075_5_E","P1706_T2_11_030_4_E","P1706_T2_11_020_3_E","P1706_T2_11_010_2_E","P1706_T2_11_000_1_E","P1706_C3_1_150_6_C","P1706_C3_1_100_5_C","P1706_C3_1_050_4_C","P1706_C3_1_020_3_C","P1706_C3_1_010_2_C","P1706_C3_1_000_1_C","P1706_C3_2_150_6_C","P1706_C3_2_100_5_C","P1706_C3_2_060_4_C","P1706_C3_2_020_3_C","P1706_C3_2_010_2_C","P1706_C3_2_002_1_C","P1706_C3_3_150_6_C","P1706_C3_3_100_5_C","P1706_C3_3_060_4_C","P1706_C3_3_020_3_C","P1706_C3_3_010_2_C","P1706_C3_3_000_1_C","P1706_T3_01_120_6_B","P1706_T3_01_100_5_B","P1706_T3_01_050_4_B","P1706_T3_01_035_3_B","P1706_T3_01_020_2_B","P1706_T3_01_002_1_B","P1706_T3_06_100_6_C","P1706_T3_06_075_5_C","P1706_T3_06_040_4_C","P1706_T3_06_030_3_C","P1706_T3_06_015_2_C","P1706_T3_06_002_1_C","P1706_T3_11_100_6_D","P1706_T3_11_075_5_D","P1706_T3_11_035_4_D","P1706_T3_11_025_3_D","P1706_T3_11_015_2_D","P1706_T3_11_002_1_D","P1706_C4_1_090_6_C","P1706_C4_1_070_5_C","P1706_C4_1_050_4_C","P1706_C4_1_030_3_C","P1706_C4_1_020_2_C","P1706_C4_1_002_1_C","P1706_B5_5_055_3_C","P1706_B5_5_035_2_C","P1706_B5_5_010_1_C","P1706_B6_6_010_1_C","P1706_C4_2_090_6_C","P1706_C4_2_070_5_C","P1706_C4_2_050_4_C","P1706_C4_2_020_2_C","P1706_C4_2_002_1_C","P1706_B1_1_045_3_C","P1706_B1_1_035_2_C","P1706_B1_1_010_1_C","P1706_B2_2_050_3_C","P1706_B2_2_040_2_C","P1706_B2_2_012_1_C","P1706_B3_3_050_3_C","P1706_B3_3_040_2_C","P1706_B3_3_012_1_C","P1706_B4_4_062_3_C","P1706_B4_4_054_2_C","P1706_B4_4_010_1_C","P1706_B6_6_051_3_C","P1706_B6_6_040_2_C","P1706_B7_7_047_3_C","P1706_B7_7_035_2_C","P1706_B7_7_010_1_C","P1706_B8_8_051_3_C","P1706_B8_8_040_2_C","P1706_B8_8_015_1_C","P1706_B9_9_051_3_C","P1706_B9_9_040_2_C","P1706_B9_9_015_1_C","Taxon_D_0","Taxon_D_1","Taxon_D_2","Taxon_D_3","Taxon_D_4","Taxon_D_5","Taxon_D_6","Confidence"
"1","00208b62ef66aa36e069777b853c8f17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","SAR324 clade(Marine group B)",NA,NA,NA,0.828499487
"2","00232f374cfc930f3fffbaef0d0c6d80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,0.999999992
"3","0023a8c071538909ed3386e4e1d52278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Ignavibacteria","OPB56","uncultured organism","uncultured organism","uncultured organism",0.736035802
"4","00256e2eb0d211a7498c3e8b3170cedd",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,"Bacteria","Marinimicrobia (SAR406 clade)",NA,NA,NA,NA,NA,0.999994343
"5","002ae12276a5da377dd6f7d5452a388a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,19,16,0,21,24,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA,0.996443849
"6","002c14075180e4484913e02e02dead50",0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix","uncultured Bacteroidetes/Chlorobi group bacterium",0.999998975
"7","0037dde1e3445df605c9a00529c7d179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Sedimenticolaceae","uncultured","uncultured bacterium",0.938929373
"8","005cdee26e47c8b59e77d9959e57ea07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9 marine group","uncultured marine bacterium","uncultured marine bacterium",0.915653246
"9","005e0e382cf794c32e587e2c38e99afa",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,0.99926813
"10","006d426394f0d27aba26711be03dc7f5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,0.993905141
